Symbol,Description,Market Capitalization,Average Volume (10 Day),Price,Universe,Sector,Industry,Sub-Industry
LI,Li Auto Inc,$18B (Mid),"4,455,360",$17.08,International (ADR),Consumer Discretionary,Automobiles,Automobile Manufacturers
LION,Lionsgate Studios Corp,$2B (Small),"2,731,000",$8.19,Domestic,Communication Services,Entertainment,Movies & Entertainment
LKNCY,Luckin Coffee Inc,$10B (Mid),"1,578,080",$35.40,International (ADR),Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
LKQ,LKQ Corp,$8B (Mid),"3,521,400",$30.99,Domestic,Consumer Discretionary,Distributors,Distributors
LMND,Lemonade Inc,$6B (Small),"2,556,300",$77.85,Domestic,Financials,Insurance,Property & Casualty Insurance
LNC,Lincoln National Corp,$9B (Mid),"1,738,880",$45.06,Domestic,Financials,Insurance,Life & Health Insurance
LNG,Cheniere Energy Inc,$41B (Mid),"2,187,550",$189.36,Domestic,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
LOPE,Grand Canyon Education Inc,$4B (Small),"423,050",$157.00,Domestic,Consumer Discretionary,Diversified Consumer Services,Education Services
LOW,Lowe's Companies Inc,$139B (Large),"3,443,880",$247.29,Domestic,Consumer Discretionary,Specialty Retail,Home Improvement Retail
LPLA,LPL Financial Holdings Inc,$30B (Mid),"608,410",$380.96,Domestic,Financials,Capital Markets,Investment Banking & Brokerage
LRN,Stride Inc,$3B (Small),"1,303,590",$64.50,Domestic,Consumer Discretionary,Diversified Consumer Services,Education Services
LTH,Life Time Group Holdings Inc,$6B (Small),"1,967,130",$25.78,Domestic,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
LU,Lufax Holding Ltd,$2B (Small),"1,265,810",$2.66,International (ADR),Financials,Consumer Finance,Consumer Finance
LULU,Lululemon Athletica Inc,$24B (Mid),"5,879,850",$204.97,Domestic,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
LUMN,Lumen Technologies Inc,$9B (Mid),"14,060,450",$8.50,Domestic,Communication Services,Diversified Telecommunication Services,Alternative Carriers
LVMUY,LVMH Moet Hennessy Louis Vuitton SE,$365B (Large),"164,650",$147.02,International (ADR),Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
LVS,Las Vegas Sands Corp,$44B (Large),"5,554,380",$65.24,Domestic,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
LW,Lamb Weston Holdings Inc,$8B (Mid),"1,132,430",$59.66,Domestic,Consumer Staples,Food Products,Packaged Foods & Meats
LYG,Lloyds Banking Group PLC,$74B (Large),"7,342,110",$5.04,International (ADR),Financials,Banks,Diversified Banks
LYV,Live Nation Entertainment Inc,$33B (Mid),"3,229,760",$143.14,Domestic,Communication Services,Entertainment,Movies & Entertainment
M,Macy's Inc,$6B (Small),"10,441,620",$24.15,Domestic,Consumer Discretionary,Broadline Retail,Broadline Retail
MA,Mastercard Inc,$514B (Large),"2,761,510",$571.93,Domestic,Financials,Financial Services,Transaction & Payment Processing Services
MAIN,Main Street Capital Corp,$6B (Small),"450,700",$62.05,Domestic,Financials,Capital Markets,Asset Management & Custody Banks
MANU,Manchester United PLC,$3B (Small),"546,690",$15.40,International (ADR),Communication Services,Entertainment,Movies & Entertainment
MAR,Marriott International Inc,$80B (Large),"1,727,890",$298.72,Domestic,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
MAT,Mattel Inc,$6B (Small),"4,167,080",$20.21,Domestic,Consumer Discretionary,Leisure Products,Leisure Products
MBGAF,Mercedes-Benz Group AG,$70B (Large),"18,570",$72.22,International (ADR),Consumer Discretionary,Automobiles,Automobile Manufacturers
MBLY,Mobileye Global Inc,$9B (Mid),"4,082,630",$11.07,International (ADR),Consumer Discretionary,Automobile Components,Automotive Parts & Equipment
MC,Moelis & Co,$5B (Small),"950,310",$69.75,Domestic,Financials,Capital Markets,Investment Banking & Brokerage
MCD,McDonald's Corp,$226B (Large),"3,871,930",$316.72,Domestic,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
MCHB,Mechanics Bancorp,$3B (Small),"969,770",$14.74,Domestic,Financials,Banks,Regional Banks
MCO,Moody's Corp,$87B (Large),"828,130",$486.60,Domestic,Financials,Capital Markets,Financial Exchanges & Data
MCY,Mercury General Corp,$5B (Small),"180,450",$93.51,Domestic,Financials,Insurance,Property & Casualty Insurance
MDLZ,Mondelez International Inc,$70B (Large),"11,457,050",$54.04,Domestic,Consumer Staples,Food Products,Packaged Foods & Meats
MELI,MercadoLibre Inc,$102B (Large),"552,850","$2,015.89",International (ADR),Consumer Discretionary,Broadline Retail,Broadline Retail
MET,MetLife Inc,$54B (Large),"3,329,400",$82.16,Domestic,Financials,Insurance,Life & Health Insurance
META,Meta Platforms Inc,$2T (Large),"15,703,020",$644.23,Domestic,Communication Services,Interactive Media & Services,Interactive Media & Services
MFC,Manulife Financial Corp,$60B (Large),"2,405,820",$35.48,International (ADR),Financials,Insurance,Life & Health Insurance
MFG,Mizuho Financial Group Inc,$91B (Large),"3,287,380",$7.37,International (ADR),Financials,Banks,Diversified Banks
MGA,Magna International Inc,$15B (Mid),"1,327,430",$51.86,International (ADR),Consumer Discretionary,Automobile Components,Automotive Parts & Equipment
MGM,MGM Resorts International,$10B (Mid),"3,972,450",$37.40,Domestic,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
MGNI,Magnite Inc,$2B (Small),"2,441,100",$16.30,Domestic,Communication Services,Media,Advertising
MGY,Magnolia Oil & Gas Corp,$4B (Small),"2,204,150",$22.79,Domestic,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
MH,McGraw Hill Inc,$3B (Small),"467,110",$17.15,Domestic,Consumer Discretionary,Diversified Consumer Services,Education Services
MHK,Mohawk Industries Inc,$7B (Small),"918,790",$112.49,Domestic,Consumer Discretionary,Household Durables,Home Furnishings
MHO,M/I Homes Inc,$4B (Small),"181,640",$135.74,Domestic,Consumer Discretionary,Household Durables,Homebuilding
MIAX,Miami International Holdings Inc,$3B (Small),"908,910",$42.68,Domestic,Financials,Capital Markets,Financial Exchanges & Data
MKC,McCormick & Company Inc,$17B (Mid),"2,379,850",$66.80,Domestic,Consumer Staples,Food Products,Packaged Foods & Meats
MKL,Markel Group Inc,$27B (Mid),"46,710","$2,168.12",Domestic,Financials,Insurance,Property & Casualty Insurance
MKTX,Marketaxess Holdings Inc,$7B (Small),"709,610",$178.99,Domestic,Financials,Capital Markets,Financial Exchanges & Data
MLCO,Melco Resorts & Entertainment Ltd,$3B (Small),"1,535,570",$8.11,International (ADR),Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
MMC,Marsh & McLennan Companies Inc,$91B (Large),"2,850,010",$186.21,Domestic,Financials,Insurance,Insurance Brokers
MMYT,MakeMyTrip Ltd,$8B (Mid),"1,081,820",$82.60,International (ADR),Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
MNSO,MINISO Group Holding Ltd,$6B (Small),"446,850",$19.54,International (ADR),Consumer Discretionary,Broadline Retail,Broadline Retail
MNST,Monster Beverage Corp,$72B (Large),"5,149,950",$73.97,Domestic,Consumer Staples,Beverages,Soft Drinks & Non-alcoholic Beverages
MO,Altria Group Inc,$99B (Large),"7,440,420",$58.75,Domestic,Consumer Staples,Tobacco,Tobacco
MORN,Morningstar Inc,$9B (Mid),"375,090",$214.10,Domestic,Financials,Capital Markets,Financial Exchanges & Data
MPC,Marathon Petroleum Corp,$56B (Large),"2,144,840",$185.77,Domestic,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
MPLX,MPLX LP,$56B (Large),"1,271,450",$54.85,Domestic,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
MQ,Marqeta Inc,$2B (Small),"3,551,210",$4.94,Domestic,Financials,Financial Services,Transaction & Payment Processing Services
MRX,Marex Group PLC,$3B (Small),"734,290",$38.78,Domestic,Financials,Capital Markets,Investment Banking & Brokerage
MS,Morgan Stanley,$284B (Large),"5,502,600",$178.41,Domestic,Financials,Capital Markets,Investment Banking & Brokerage
MSADY,MS&AD Insurance Group Holdings Inc,$35B (Mid),"81,700",$23.70,International (ADR),Financials,Insurance,Property & Casualty Insurance
MSCI,MSCI Inc,$41B (Large),"795,150",$551.09,Domestic,Financials,Capital Markets,Financial Exchanges & Data
MSGE,Madison Square Garden Entertainment Corp,$3B (Small),"347,780",$54.72,Domestic,Communication Services,Entertainment,Movies & Entertainment
MSGS,Madison Square Garden Sports Corp,$6B (Small),"154,940",$237.44,Domestic,Communication Services,Entertainment,Movies & Entertainment
MTB,M&T Bank Corp,$31B (Mid),"874,880",$203.84,Domestic,Financials,Banks,Regional Banks
MTCH,Match Group Inc,$8B (Mid),"2,969,890",$33.19,Domestic,Communication Services,Interactive Media & Services,Interactive Media & Services
MTDR,Matador Resources Co,$5B (Small),"1,350,030",$44.25,Domestic,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
MTG,MGIC Investment Corp,$6B (Small),"1,596,740",$29.01,Domestic,Financials,Financial Services,Commercial & Residential Mortgage Finance
MTH,Meritage Homes Corp,$5B (Small),"607,840",$71.96,Domestic,Consumer Discretionary,Household Durables,Homebuilding
MTN,Vail Resorts Inc,$6B (Small),"1,091,830",$161.76,Domestic,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
MUFG,Mitsubishi UFJ Financial Group Inc,$182B (Large),"5,691,220",$16.01,International (ADR),Financials,Banks,Diversified Banks
MUR,Murphy Oil Corp,$5B (Small),"1,820,130",$33.37,Domestic,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
MUSA,Murphy USA Inc,$8B (Mid),"231,250",$406.41,Domestic,Consumer Discretionary,Specialty Retail,Automotive Retail
MZTI,Marzetti Co,$5B (Small),"168,910",$166.94,Domestic,Consumer Staples,Food Products,Packaged Foods & Meats
NABZY,National Australia Bank Ltd,$85B (Large),"169,680",$13.90,International (ADR),Financials,Banks,Diversified Banks
NATL,NCR Atleos Corp,$3B (Small),"396,740",$38.71,Domestic,Financials,Financial Services,Transaction & Payment Processing Services
NAVN,Navan Inc,$4B (Small),"1,109,430",$14.55,Domestic,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
NBTB,NBT Bancorp Inc,$2B (Small),"216,020",$44.03,Domestic,Financials,Banks,Regional Banks
NCLH,Norwegian Cruise Line Holdings Ltd,$9B (Mid),"18,035,200",$20.86,Domestic,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
NDAQ,Nasdaq Inc,$53B (Large),"4,148,030",$93.57,Domestic,Financials,Capital Markets,Financial Exchanges & Data
NE,Noble Corporation PLC,$5B (Small),"1,932,400",$29.73,Domestic,Energy,Energy Equipment & Services,Oil & Gas Drilling
NFLX,Netflix Inc,$435B (Large),"60,942,580",$95.19,Domestic,Communication Services,Entertainment,Movies & Entertainment
NIO,NIO Inc,$12B (Mid),"44,947,700",$5.03,International (ADR),Consumer Discretionary,Automobiles,Automobile Manufacturers
NIQ,NIQ Global Intelligence PLC,$5B (Small),"733,360",$15.92,Domestic,Communication Services,Media,Advertising
NKE,Nike Inc,$100B (Large),"12,811,660",$67.47,Domestic,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Footwear
NLY,Annaly Capital Management Inc,$15B (Mid),"6,466,680",$22.17,Domestic,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
NMIH,NMI Holdings Inc,$3B (Small),"415,290",$39.57,Domestic,Financials,Financial Services,Commercial & Residential Mortgage Finance
NMR,Nomura Holdings Inc,$24B (Mid),"894,060",$8.29,International (ADR),Financials,Capital Markets,Investment Banking & Brokerage
NNI,Nelnet Inc,$5B (Small),"143,970",$132.99,Domestic,Financials,Consumer Finance,Consumer Finance
NOG,Northern Oil and Gas Inc,$2B (Small),"2,554,690",$22.61,Domestic,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
NOV,Nov Inc,$6B (Small),"3,619,750",$16.39,Domestic,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
NP,Neptune Insurance Holdings Inc,$4B (Small),"358,980",$27.73,Domestic,Financials,Insurance,Property & Casualty Insurance
NPSNY,Naspers Ltd,$51B (Large),"221,080",$13.01,International (ADR),Consumer Discretionary,Broadline Retail,Broadline Retail
NSANY,Nissan Motor Co Ltd,$9B (Mid),"205,070",$5.04,International (ADR),Consumer Discretionary,Automobiles,Automobile Manufacturers
NSRGY,Nestle SA,$252B (Large),"318,310",$97.81,International (ADR),Consumer Staples,Food Products,Packaged Foods & Meats
NTB,Bank of NT Butterfield & Son Ltd,$2B (Small),"177,980",$51.28,Domestic,Financials,Banks,Diversified Banks
NTES,NetEase Inc,$88B (Large),"605,700",$139.14,International (ADR),Communication Services,Entertainment,Interactive Home Entertainment
NTRS,Northern Trust Corp,$26B (Mid),"930,420",$138.52,Domestic,Financials,Capital Markets,Asset Management & Custody Banks
NTTYY,NTT Inc,$82B (Large),"135,170",$24.95,International (ADR),Communication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
NU,Nu Holdings Ltd,$82B (Large),"34,627,740",$16.90,Domestic,Financials,Banks,Diversified Banks
NVR,NVR Inc,$21B (Mid),"19,550","$7,517.81",Domestic,Consumer Discretionary,Household Durables,Homebuilding
NWG,NatWest Group PLC,$66B (Large),"1,955,630",$16.50,International (ADR),Financials,Banks,Diversified Banks
NWSA,News Corp,$10B (Mid),"2,796,610",$26.22,Domestic,Communication Services,Media,Publishing
NXST,Nexstar Media Group Inc,$6B (Small),"307,850",$203.67,Domestic,Communication Services,Media,Broadcasting
NYT,New York Times Co,$11B (Mid),"1,786,440",$67.97,Domestic,Communication Services,Media,Publishing
OBDC,Blue Owl Capital Corp,$7B (Small),"3,871,710",$13.05,Domestic,Financials,Capital Markets,Asset Management & Custody Banks
ODD,Oddity Tech Ltd,$3B (Small),"816,120",$43.82,International (ADR),Consumer Staples,Personal Care Products,Personal Care Products
OII,Oceaneering International Inc,$3B (Small),"791,810",$26.05,Domestic,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
OKE,ONEOK Inc,$46B (Large),"3,966,410",$73.59,Domestic,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
OLLI,Ollie's Bargain Outlet Holdings Inc,$7B (Small),"1,561,720",$113.91,Domestic,Consumer Discretionary,Broadline Retail,Broadline Retail
OMC,Omnicom Group Inc,$25B (Mid),"6,926,520",$80.25,Domestic,Communication Services,Media,Advertising
OMF,OneMain Holdings Inc,$8B (Mid),"1,254,090",$68.82,Domestic,Financials,Consumer Finance,Consumer Finance
ONB,Old National Bancorp,$9B (Mid),"3,000,260",$22.95,Domestic,Financials,Banks,Regional Banks
ONON,On Holding AG,$16B (Mid),"5,567,540",$48.76,Domestic,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Footwear
ORANY,Orange SA,$43B (Large),"170,790",$16.13,International (ADR),Communication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
ORI,Old Republic International Corp,$11B (Mid),"1,539,180",$45.30,Domestic,Financials,Insurance,Property & Casualty Insurance
ORLY,O'Reilly Automotive Inc,$79B (Large),"5,134,460",$94.11,Domestic,Consumer Discretionary,Specialty Retail,Automotive Retail
OSCR,Oscar Health Inc,$4B (Small),"8,422,070",$16.63,Domestic,Financials,Insurance,Life & Health Insurance
OTF,Blue Owl Technology Finance Corp,$7B (Small),"1,275,980",$14.16,Domestic,Financials,Capital Markets,Asset Management & Custody Banks
OVV,Ovintiv Inc,$10B (Mid),"2,922,990",$40.34,Domestic,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
OWL,Blue Owl Capital Inc,$24B (Mid),"14,192,280",$15.65,Domestic,Financials,Capital Markets,Asset Management & Custody Banks
OXY,Occidental Petroleum Corp,$40B (Mid),"8,158,460",$41.07,Domestic,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
OZK,Bank Ozk,$5B (Small),"971,530",$48.70,Domestic,Financials,Banks,Regional Banks
PAA,Plains All American Pipeline LP,$13B (Mid),"2,817,360",$17.76,Domestic,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
PAG,Penske Automotive Group Inc,$11B (Mid),"224,640",$167.62,Domestic,Consumer Discretionary,Specialty Retail,Automotive Retail
PAGP,Plains GP Holdings LP,$4B (Small),"1,364,000",$18.84,Domestic,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
PAGS,PagSeguro Digital Ltd,$3B (Small),"4,691,690",$10.26,Domestic,Financials,Financial Services,Transaction & Payment Processing Services
PATK,Patrick Industries Inc,$4B (Small),"287,250",$115.00,Domestic,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment
PAX,Patria Investments Ltd,$3B (Small),"460,040",$16.18,Domestic,Financials,Capital Markets,Asset Management & Custody Banks
PAY,Paymentus Holdings Inc,$4B (Small),"562,420",$32.00,Domestic,Financials,Financial Services,Transaction & Payment Processing Services
PB,Prosperity Bancshares Inc,$7B (Small),"991,370",$72.83,Domestic,Financials,Banks,Regional Banks
PBF,PBF Energy Inc,$4B (Small),"2,769,420",$30.36,Domestic,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
PBR,Petroleo Brasileiro SA Petrobras,$45B (Large),"17,957,620",$12.18,International (ADR),Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
PDD,PDD Holdings Inc,$159B (Large),"6,710,830",$111.96,International (ADR),Consumer Discretionary,Broadline Retail,Broadline Retail
PEP,PepsiCo Inc,$206B (Large),"8,322,340",$150.65,Domestic,Consumer Staples,Beverages,Soft Drinks & Non-alcoholic Beverages
PFG,Principal Financial Group Inc,$20B (Mid),"1,191,180",$89.94,Domestic,Financials,Insurance,Life & Health Insurance
PFGC,Performance Food Group Co,$15B (Mid),"1,740,650",$93.15,Domestic,Consumer Staples,Consumer Staples Distribution & Retail,Food Distributors
PFS,Provident Financial Services Inc,$3B (Small),"902,390",$21.02,Domestic,Financials,Banks,Regional Banks
PFSI,PennyMac Financial Services Inc,$7B (Small),"344,110",$130.48,Domestic,Financials,Financial Services,Commercial & Residential Mortgage Finance
PG,Procter & Gamble Co,$334B (Large),"12,061,410",$142.84,Domestic,Consumer Staples,Household Products,Household Products
PGR,Progressive Corp,$138B (Large),"2,881,170",$234.85,Domestic,Financials,Insurance,Property & Casualty Insurance
PHI,PLDT Inc,$5B (Small),"52,380",$21.79,International (ADR),Communication Services,Wireless Telecommunication Services,Wireless Telecommunication Services
PHIN,Phinia Inc,$2B (Small),"342,530",$57.91,Domestic,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment
PHM,Pultegroup Inc,$25B (Mid),"1,507,940",$126.43,Domestic,Consumer Discretionary,Household Durables,Homebuilding
PII,Polaris Inc,$4B (Small),"855,890",$68.03,Domestic,Consumer Discretionary,Leisure Products,Leisure Products
PINS,Pinterest Inc,$18B (Mid),"15,136,110",$25.99,Domestic,Communication Services,Interactive Media & Services,Interactive Media & Services
PIPR,Piper Sandler Companies,$6B (Small),"125,300",$356.19,Domestic,Financials,Capital Markets,Investment Banking & Brokerage
PJT,PJT Partners Inc,$7B (Small),"282,910",$169.83,Domestic,Financials,Capital Markets,Investment Banking & Brokerage
PLMR,Palomar Holdings Inc,$3B (Small),"248,290",$126.59,Domestic,Financials,Insurance,Property & Casualty Insurance
PLNT,Planet Fitness Inc,$9B (Mid),"1,096,470",$108.61,Domestic,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
PM,Philip Morris International Inc,$239B (Large),"5,673,390",$153.65,Domestic,Consumer Staples,Tobacco,Tobacco
PNC,PNC Financial Services Group Inc,$83B (Large),"1,886,200",$210.59,Domestic,Financials,Banks,Diversified Banks
PNFP,Pinnacle Financial Partners Inc,$8B (Mid),"969,670",$99.88,Domestic,Financials,Banks,Regional Banks
POOL,Pool Corp,$9B (Mid),"604,660",$240.27,Domestic,Consumer Discretionary,Distributors,Distributors
POST,Post Holdings Inc,$5B (Small),"955,370",$98.74,Domestic,Consumer Staples,Food Products,Packaged Foods & Meats
PPC,Pilgrims Pride Corp,$9B (Mid),"1,125,380",$39.97,Domestic,Consumer Staples,Food Products,Packaged Foods & Meats
PR,Permian Resources Corp,$12B (Mid),"8,378,780",$14.60,Domestic,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
PRI,Primerica Inc,$8B (Mid),"193,130",$258.08,Domestic,Financials,Insurance,Life & Health Insurance
PRK,Park National Corp,$3B (Small),"72,010",$164.24,Domestic,Financials,Banks,Regional Banks
PRMB,Primo Brands Corp,$6B (Small),"7,576,540",$16.44,Domestic,Consumer Staples,Beverages,Soft Drinks & Non-alcoholic Beverages
PRU,Prudential Financial Inc,$41B (Mid),"1,633,620",$116.96,Domestic,Financials,Insurance,Life & Health Insurance
PSKY,Paramount Skydance Corp,$15B (Mid),"15,419,170",$13.74,Domestic,Communication Services,Media,Broadcasting
PSMT,PriceSmart Inc,$4B (Small),"161,290",$128.52,Domestic,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Merchandise Retail
PSO,Pearson PLC,$9B (Mid),"807,440",$13.95,International (ADR),Consumer Discretionary,Diversified Consumer Services,Education Services
PSX,Phillips 66,$57B (Large),"2,161,520",$141.44,Domestic,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
PTEN,Patterson-UTI Energy Inc,$2B (Small),"7,884,610",$6.21,Domestic,Energy,Energy Equipment & Services,Oil & Gas Drilling
PTON,Peloton Interactive Inc,$3B (Small),"7,888,910",$6.54,Domestic,Consumer Discretionary,Leisure Products,Leisure Products
PTRN,Pattern Group Inc,$2B (Small),"1,061,680",$12.72,Domestic,Consumer Discretionary,Broadline Retail,Broadline Retail
PUBGY,Publicis Groupe SA,$26B (Mid),"142,270",$25.59,International (ADR),Communication Services,Media,Advertising
PUK,Prudential PLC,$37B (Mid),"698,080",$29.10,International (ADR),Financials,Insurance,Life & Health Insurance
PVH,PVH Corp,$3B (Small),"1,315,160",$75.27,Domestic,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
PYPL,PayPal Holdings Inc,$58B (Large),"14,903,900",$61.66,Domestic,Financials,Financial Services,Transaction & Payment Processing Services
QFIN,Qfin Holdings Inc,$3B (Small),"2,246,340",$19.81,International (ADR),Financials,Consumer Finance,Consumer Finance
QS,Quantumscape Corp,$7B (Small),"15,176,720",$11.80,Domestic,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment
QSR,Restaurant Brands International Inc,$23B (Mid),"2,689,120",$70.87,Domestic,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
RBGLY,Reckitt Benckiser Group PLC,$54B (Large),"206,730",$16.09,International (ADR),Consumer Staples,Household Products,Household Products
RBLX,Roblox Corp,$62B (Large),"6,769,030",$88.51,Domestic,Communication Services,Entertainment,Interactive Home Entertainment
RCI,Rogers Communications Inc,$16B (Mid),"1,071,460",$36.22,International (ADR),Communication Services,Wireless Telecommunication Services,Wireless Telecommunication Services
RCL,Royal Caribbean Cruises Ltd,$76B (Large),"2,451,850",$278.86,Domestic,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
RDDT,Reddit Inc,$43B (Large),"4,021,820",$224.78,Domestic,Communication Services,Interactive Media & Services,Interactive Media & Services
RDN,Radian Group Inc,$5B (Small),"851,330",$35.88,Domestic,Financials,Financial Services,Commercial & Residential Mortgage Finance
RELY,Remitly Global Inc,$3B (Small),"3,892,200",$14.65,Domestic,Financials,Financial Services,Transaction & Payment Processing Services
REPYY,Repsol SA,$21B (Mid),"74,040",$18.63,International (ADR),Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
REYN,Reynolds Consumer Products Inc,$5B (Small),"782,730",$24.45,Domestic,Consumer Staples,Household Products,Household Products
RF,Regions Financial Corp,$24B (Mid),"11,086,050",$27.60,Domestic,Financials,Banks,Regional Banks
RGA,Reinsurance Group of America Inc,$13B (Mid),"475,700",$203.37,Domestic,Financials,Insurance,Reinsurance
RH,RH,$3B (Small),"1,297,010",$162.01,Domestic,Consumer Discretionary,Specialty Retail,Homefurnishing Retail
RIG,Transocean Ltd,$5B (Small),"29,502,220",$4.13,Domestic,Energy,Energy Equipment & Services,Oil & Gas Drilling
RITM,Rithm Capital Corp,$6B (Small),"5,330,400",$11.11,Domestic,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
RIVN,Rivian Automotive Inc,$23B (Mid),"50,172,070",$18.42,Domestic,Consumer Discretionary,Automobiles,Automobile Manufacturers
RJF,Raymond James Financial Inc,$32B (Mid),"1,250,110",$163.85,Domestic,Financials,Capital Markets,Investment Banking & Brokerage
RKT,Rocket Companies Inc,$53B (Large),"21,486,590",$18.71,Domestic,Financials,Financial Services,Commercial & Residential Mortgage Finance
RL,Ralph Lauren Corp,$22B (Mid),"713,740",$370.22,Domestic,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
RLI,RLI Corp,$6B (Small),"816,750",$64.34,Domestic,Financials,Insurance,Property & Casualty Insurance
RLX,RLX Technology Inc,$3B (Small),"1,548,240",$2.36,International (ADR),Consumer Staples,Tobacco,Tobacco
RNR,Renaissancere Holdings Ltd,$13B (Mid),"358,980",$272.41,Domestic,Financials,Insurance,Reinsurance
RNST,Renasant Corp,$4B (Small),"569,910",$37.12,Domestic,Financials,Banks,Regional Banks
ROKU,Roku Inc,$16B (Mid),"3,366,920",$107.47,Domestic,Communication Services,Entertainment,Movies & Entertainment
ROST,Ross Stores Inc,$59B (Large),"3,016,180",$182.09,Domestic,Consumer Discretionary,Specialty Retail,Apparel Retail
RRC,Range Resources Corp,$9B (Mid),"3,643,940",$36.41,Domestic,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
RRR,Red Rock Resorts Inc,$6B (Small),"585,700",$60.97,Domestic,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
RSI,Rush Street Interactive Inc,$4B (Small),"1,132,540",$19.30,Domestic,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
RUM,Rumble Inc,$2B (Small),"2,800,390",$7.01,Domestic,Communication Services,Interactive Media & Services,Interactive Media & Services
RY,Royal Bank of Canada,$232B (Large),"1,333,960",$165.86,International (ADR),Financials,Banks,Diversified Banks
RYAN,Ryan Specialty Holdings Inc,$14B (Mid),"1,503,390",$54.22,Domestic,Financials,Insurance,Insurance Brokers
SAH,Sonic Automotive Inc,$2B (Small),"212,630",$65.35,Domestic,Consumer Discretionary,Specialty Retail,Automotive Retail
SAM,Boston Beer Company Inc,$2B (Small),"160,280",$203.03,Domestic,Consumer Staples,Beverages,Brewers
SAN,Banco Santander SA,$168B (Large),"2,952,440",$11.36,International (ADR),Financials,Banks,Diversified Banks
SATS,EchoStar Corp,$31B (Mid),"8,955,720",$107.37,Domestic,Communication Services,Media,Cable & Satellite
SBCF,Seacoast Banking Corporation of Florida,$3B (Small),"666,760",$32.57,Domestic,Financials,Banks,Regional Banks
SBUX,Starbucks Corp,$97B (Large),"9,412,160",$85.35,Domestic,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
SCGLY,Societe Generale SA,$57B (Large),"561,560",$15.02,International (ADR),Financials,Banks,Diversified Banks
SCHW,Charles Schwab Corp,$172B (Large),"9,302,930",$96.65,Domestic,Financials,Capital Markets,Investment Banking & Brokerage
